accuracy,loss,val_accuracy,val_loss,learning_rate
0.3191881775856018,1.599729061126709,0.3132183849811554,1.3569786548614502,0.0003000000142492354
0.3560885488986969,1.3941024541854858,0.3448275923728943,1.3591465950012207,0.0003000000142492354
0.38314881920814514,1.3463497161865234,0.39942529797554016,1.325268030166626,0.0003000000142492354
0.3757687509059906,1.3379276990890503,0.39942529797554016,1.3186814785003662,0.0003000000142492354
0.37945878505706787,1.3166040182113647,0.39942529797554016,1.3077261447906494,0.0003000000142492354
0.3899138867855072,1.3110642433166504,0.39942529797554016,1.3064957857131958,0.0003000000142492354
0.3646986484527588,1.322971224784851,0.40229883790016174,1.3072402477264404,0.0003000000142492354
0.38806888461112976,1.316031575202942,0.4137931168079376,1.307235598564148,0.0003000000142492354
0.3819188177585602,1.3120225667953491,0.39942529797554016,1.3059747219085693,0.0003000000142492354
0.3892988860607147,1.3139359951019287,0.39942529797554016,1.3060919046401978,0.0003000000142492354
0.39729398488998413,1.3153904676437378,0.39080458879470825,1.3044952154159546,2.9999999242136255e-05
0.3899138867855072,1.3046092987060547,0.3936781585216522,1.3018947839736938,2.9999999242136255e-05
0.4003690183162689,1.3101800680160522,0.40229883790016174,1.3009967803955078,2.9999999242136255e-05
0.38376384973526,1.3000974655151367,0.4051724076271057,1.2971020936965942,2.9999999242136255e-05
0.40282902121543884,1.3000874519348145,0.40229883790016174,1.2925224304199219,2.9999999242136255e-05
0.3979089856147766,1.2968780994415283,0.40229883790016174,1.2954483032226562,2.9999999242136255e-05
0.40282902121543884,1.2926422357559204,0.40229883790016174,1.310470461845398,2.9999999242136255e-05
0.3892988860607147,1.294155240058899,0.4080459773540497,1.2996406555175781,2.9999999242136255e-05
0.3979089856147766,1.2916295528411865,0.4051724076271057,1.2813440561294556,8.999999408842996e-06
0.4009840190410614,1.290971279144287,0.40229883790016174,1.2858028411865234,8.999999408842996e-06
