accuracy,loss,val_accuracy,val_loss,learning_rate
0.3530135154724121,1.498434066772461,0.3218390941619873,1.3790347576141357,0.0003000000142492354
0.3806888163089752,1.3764073848724365,0.39942529797554016,1.3766849040985107,0.0003000000142492354
0.3843788504600525,1.3580398559570312,0.39942529797554016,1.3619678020477295,0.0003000000142492354
0.39975398778915405,1.3360921144485474,0.39942529797554016,1.3582335710525513,0.0003000000142492354
0.4182041883468628,1.3259779214859009,0.3534482717514038,1.3572407960891724,0.0003000000142492354
0.42558425664901733,1.3051068782806396,0.3333333432674408,1.359078049659729,0.0003000000142492354
0.4317343235015869,1.3044304847717285,0.36206895112991333,1.3380627632141113,0.0003000000142492354
0.43665435910224915,1.2871707677841187,0.4080459773540497,1.312196969985962,0.0003000000142492354
0.44772449135780334,1.293350100517273,0.34770116209983826,1.3407235145568848,0.0003000000142492354
0.43972939252853394,1.2896684408187866,0.479885071516037,1.295015573501587,0.0003000000142492354
0.4544895589351654,1.2787503004074097,0.3764367699623108,1.3740668296813965,0.0003000000142492354
0.4440344274044037,1.2800097465515137,0.4454022943973541,1.290462851524353,0.0003000000142492354
0.4520295262336731,1.273653268814087,0.43390804529190063,1.3013097047805786,0.0003000000142492354
0.4575645625591278,1.274829626083374,0.16954022645950317,2.2005553245544434,0.0003000000142492354
0.4624846279621124,1.2676607370376587,0.43390804529190063,1.2978945970535278,0.0003000000142492354
0.4606395959854126,1.25439453125,0.4396551847457886,1.2559306621551514,9.000000136438757e-05
