epoch,accuracy,loss,val_accuracy,val_loss
1,0.35624998807907104,1.3926277160644531,0.35208332538604736,1.333321213722229
2,0.34910714626312256,1.4096711874008179,0.34375,1.339089274406433
3,0.36696428060531616,1.3695927858352661,0.3645833432674408,1.3338717222213745
4,0.3776785731315613,1.3594948053359985,0.3499999940395355,1.3401432037353516
5,0.36250001192092896,1.3707497119903564,0.3604166805744171,1.3274729251861572
6,0.36250001192092896,1.3626474142074585,0.35624998807907104,1.3361337184906006
7,0.37812501192092896,1.3356952667236328,0.33125001192092896,1.343491792678833
8,0.3866071403026581,1.3302944898605347,0.3479166626930237,1.340544581413269
