epoch,accuracy,loss,val_accuracy,val_loss
1,0.2950892746448517,1.3823379278182983,0.25,2.8988707065582275
2,0.3129464387893677,1.3679766654968262,0.25,2.1204066276550293
3,0.3187499940395355,1.3613725900650024,0.25,2.2684433460235596
4,0.33839285373687744,1.3515874147415161,0.25,1.5417405366897583
5,0.3308035731315613,1.3533313274383545,0.25,1.4788743257522583
6,0.33794641494750977,1.3415015935897827,0.24583333730697632,1.4817625284194946
7,0.34508928656578064,1.3408883810043335,0.34166666865348816,1.3430386781692505
8,0.3705357015132904,1.3391743898391724,0.34166666865348816,1.3372268676757812
