epoch,accuracy,loss,val_accuracy,val_loss
1,0.4156250059604645,1.3169682025909424,0.3708333373069763,1.3079086542129517
2,0.4334821403026581,1.285935878753662,0.39791667461395264,1.3069722652435303
3,0.43660715222358704,1.2619061470031738,0.3854166567325592,1.3105930089950562
4,0.43616071343421936,1.2350389957427979,0.3812499940395355,1.3168443441390991
5,0.44999998807907104,1.2169857025146484,0.3916666805744171,1.3139166831970215
6,0.4124999940395355,1.2873408794403076,0.3895833194255829,1.2995800971984863
7,0.4491071403026581,1.2369816303253174,0.40416666865348816,1.3064650297164917
8,0.44285714626312256,1.216187596321106,0.36250001192092896,1.3179455995559692
9,0.45892858505249023,1.1942533254623413,0.3854166567325592,1.32987380027771
